dual2              , n , pol_short            , alpha_pes_over_opt , dual2_over_opt    , dist_type, dual1              , pol_weight         , opt_over_weight    , dual1_over_opt    , opt_over_short        , overlap , opt_conserv        , p_star, opt_over_ratio     , upper_over_opt       , m , pol_ratio          , upper_pstar           , weight_mode, alpha_pes
 2.498995665259534 ,  8, 1.3452295735016702   , 0.9999999999999994 , 2.622209561721081 , normal   ,  4.403323204787618 ,  1.481374337108391 , 0.6433292375285191 , 4.6204306679912746,    0.708437757806306  , sparse  ,  0.9530114227862566, 0.0005, 0.6435596437016615 , 1999.9999999999989   , 10,  1.4808439778862972,  1906.022845572512    , uniform01  ,  0.9530114227862561
 2.864977175166161 ,  8, 1.607549152283816    , 0.9999999999999996 , 3.092598843688736 , normal   ,  4.1274133776066115,  1.7451704533533239, 0.5308352148775737 , 4.455335263978613 ,    0.5762796934001598 , sparse  ,  0.9263979326038043, 0.0015, 0.5302224818621492 ,  666.6666666666663   , 10,  1.7471871983818588,   617.5986217358692   , uniform01  ,  0.9263979326038039
 3.145098723721545 ,  8, 1.9303822482977882   , 0.9999999999999997 , 3.588350657872803 , normal   ,  4.344737214121216 ,  2.154240391088028 , 0.40686023132844545, 4.957059224560175 ,    0.45404206582817036, sparse  ,  0.8764747438551558, 0.0005, 0.40018472887977496, 1999.9999999999993   , 10,  2.190175388023039 ,  1752.949487710311    , uniform01  ,  0.8764747438551554
 1.6844311574119768,  8, 0.7919036021232927   , 0.9999999999999994 , 2.565727937047468 , normal   ,  2.899147676870881 ,  1.1291123499730564, 0.5814408029839345 , 4.415985868845218 ,    0.8290301870923904 , sparse  ,  0.6565119914274112, 0.0005, 0.576060439679816  , 1999.9999999999989   , 10,  1.1396581785624986,  1313.0239828548217   , uniform01  ,  0.6565119914274109
 1.7454459427756557,  8, 1.1037808032281045   , 0.999999999999999  , 1.1108928576944073, constant ,  1.7454459427756557,  1.5712099782495883, 1.0000000000000018 , 1.1108928576944073,    1.4234800729043744 , sparse  ,  1.571209978249591 , 1.0   , 1.0000000000000018 ,    0.999999999999999 , 10,  1.5712099782495883,     1.5712099782495894, uniform01  ,  1.5712099782495894
 1.5595985857127677,  8, 0.5093862517501929   , 0.9999999999999997 , 1.055681488626848 , constant ,  1.5595985857127677,  0.8477727379474992, 1.742611114558675  , 1.055681488626848 ,    2.9002317802869353 , sparse  ,  1.477338195767151 , 1.0   , 1.0656286762057199 ,    0.9999999999999997, 10,  1.3863536415211395,     1.4773381957671505, uniform01  ,  1.4773381957671505
 1.2842439494297668,  8, 0.5795117029831608   , 0.9999999999999993 , 1.553499927568588 , constant ,  1.2842439494297668,  0.8266778302589038, 1.0000000000000018 , 1.553499927568588 ,    1.4265075683604038 , sparse  ,  0.8266778302589053, 1.0   , 1.4265075683604038 ,    0.9999999999999993, 10,  0.5795117029831608,     0.8266778302589047, uniform01  ,  0.8266778302589047
 1.7764469470739384,  8, 1.1593652610690428   , 0.9999999999999998 , 1.532258216393241 , constant ,  1.7764469470739384,  1.1593652610690428, 1.0000000000000016 , 1.532258216393241 ,    1.0000000000000016 , sparse  ,  1.1593652610690446, 1.0   , 1.0000000000000016 ,    0.9999999999999998, 10,  1.1593652610690428,     1.1593652610690444, uniform01  ,  1.1593652610690444
 1.5411872416824695,  8, 0.88288171307604     , 0.9999999999999993 , 1.745632760149524 , constant ,  1.5411872416824695,  0.7398570674708862, 1.1933138870918238 , 1.745632760149524 ,    1.000000000000001  , sparse  ,  0.8828817130760409, 1.0   , 1.000000000000001  ,    0.9999999999999993, 10,  0.88288171307604  ,     0.8828817130760404, uniform01  ,  0.8828817130760404
 1.4715317413268156,  8, 0.6907611568234746   , 0.9999999999999998 , 1.4944878807940367, constant ,  1.4715317413268156,  0.9846394609402741, 1.0000000000000018 , 1.4944878807940367,    1.425441270421496  , sparse  ,  0.9846394609402759, 1.0   , 1.425441270421496  ,    0.9999999999999998, 10,  0.6907611568234746,     0.9846394609402757, uniform01  ,  0.9846394609402757
