density,dual2,n,dsrse_lp_adaptive_failed_solves,lp_cons_status,mu_pes_bound,cdsrse_lp_adaptive_failed_solves,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,dsrse_lp_adaptive_total_solves,n_base,dual1,lp_orig_status,opt_mc,length,cdsrse_lp_adaptive,sdp_orig,lp_cons,m_base,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,cdsrse_lp_adaptive_total_solves,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap
dense,10.67574091432385,80,0,OPTIMAL,63.04882266338829,0,6,6.83129918653022,NaN,6.244001370734086,6.244908048509667,uniform,0,80,10.965678800787236,SKIPPED_LARGE,7.622734640985174,short,NaN,NaN,7.2077518815053,120,NaN,620.1931521947108,0.01,120,0,6.925235490595115,uniform01,6.201931521947108,0.813609788880905,81.3609788880905,0.9455598575806856,NaN,NaN,1.4385491975318212,1.4005132563481313,8.271155383580265,0.819128785772228,0.8192477296707479,0.908497516542185,0.8961743400852968,NaN,NaN,0.18639021111909504,80.3609788880905,0.054440142419314386,NaN,NaN,0.4385491975318212,0.4005132563481313,7.271155383580265,0.18087121422777197,0.18075227032925212,0.09150248345781498,0.10382565991470316,NaN,NaN
sparse,6.913430717805541,40,0,OPTIMAL,21.95826801146953,0,6,4.380127847846854,NaN,3.8736043547113628,3.737688092512486,uniform,0,80,7.456621837593297,SKIPPED_LARGE,4.614956140638195,short,NaN,NaN,4.6062937356555,120,NaN,342.4691258052849,0.011,120,0,4.5030930035055885,uniform01,3.7671603838581333,0.816293864785718,74.208533162338,0.9981229713308831,NaN,NaN,1.6157513983571972,1.4980490620327964,4.758066456604062,0.8393588664042403,0.8099076087851199,0.9757607366736237,0.9491158126675356,NaN,NaN,0.18370613521428203,73.208533162338,0.0018770286691168758,NaN,NaN,0.6157513983571972,0.4980490620327964,3.7580664566040616,0.1606411335957597,0.19009239121488009,0.02423926332637627,0.05088418733246436,NaN,NaN
dense,8.823596623366313,80,0,OPTIMAL,56.96656317559962,0,6,5.139286797805834,NaN,4.521526682138857,4.452550620454356,uniform,0,80,10.362105696356325,SKIPPED_LARGE,5.713528633263552,long,NaN,NaN,5.126700665892993,120,NaN,1484.1835401514513,0.003,299,0,5.050400844168893,uniform01,4.452550620454354,0.7792996073445894,259.76653578152974,0.897291497945051,NaN,NaN,1.8136087804004788,1.544334016634883,9.970469535051665,0.7913720176030996,0.7792996073445896,0.883937259851294,0.8994943628855654,NaN,NaN,0.22070039265541064,258.76653578152974,0.10270850205494897,NaN,NaN,0.8136087804004788,0.5443340166348829,8.970469535051665,0.2086279823969004,0.22070039265541042,0.11606274014870599,0.10050563711443461,NaN,NaN
sparse,5.801408851322443,40,0,OPTIMAL,23.393247363627836,0,6,3.5579860357219575,NaN,3.610078956711954,3.3992711102500666,uniform,0,80,7.396583375748732,SKIPPED_LARGE,3.8373652031077756,long,NaN,NaN,3.707318845588909,120,NaN,722.0157913423893,0.005,299,0,3.741964153974758,uniform01,3.6100789567119467,0.9407702331246043,188.15404662492085,0.966110507956463,NaN,NaN,1.927516143044828,1.5118208834082414,6.096174360647846,0.9407702331246062,0.8858346626735165,0.9751389184809007,0.9271950537416775,NaN,NaN,0.05922976687539572,187.15404662492085,0.03388949204353697,NaN,NaN,0.927516143044828,0.5118208834082414,5.096174360647846,0.05922976687539383,0.11416533732648348,0.02486108151909927,0.07280494625832246,NaN,NaN
dense,9.61449919562902,80,0,OPTIMAL,65.29790791757854,0,7,6.713107943287167,NaN,5.719082984205622,5.9405948638333035,uniform,0,80,10.166951236842168,SKIPPED_LARGE,7.136924218488278,short,NaN,NaN,6.936380385113783,120,NaN,587.5850681950747,0.01,120,0,6.559539140272331,uniform01,5.875850681950746,0.8233029386425728,82.33029386425729,0.9719005236380424,NaN,NaN,1.4245564231303693,1.3471488418950222,9.149306608640122,0.8013372160223136,0.8323746591625745,0.9190988918279075,0.9406163968922061,NaN,NaN,0.17669706135742724,81.33029386425729,0.028099476361957643,NaN,NaN,0.42455642313036934,0.34714884189502215,8.149306608640122,0.19866278397768644,0.16762534083742553,0.0809011081720925,0.05938360310779389,NaN,NaN
sparse,7.068929209184778,40,0,OPTIMAL,20.771167902989806,0,7,4.372604525849018,NaN,3.8213155782694668,3.278283531460202,uniform,0,80,7.40531460730512,SKIPPED_LARGE,5.08799621889899,short,NaN,NaN,4.903461173980665,120,NaN,489.6636503933305,0.006,120,0,4.737155705627949,uniform01,2.937981902359983,0.5774339791069545,96.23899651782575,0.9637312928353045,NaN,NaN,1.4554481349256156,1.3893346034589722,4.082386662520861,0.7510452865659509,0.6443172106306325,0.9310454453625832,0.8593961822548724,NaN,NaN,0.4225660208930455,95.23899651782575,0.036268707164695546,NaN,NaN,0.45544813492561564,0.3893346034589722,3.082386662520861,0.24895471343404907,0.3556827893693675,0.06895455463741684,0.14060381774512765,NaN,NaN
dense,7.459327390059646,80,0,OPTIMAL,49.955877241128476,0,7,4.606991975217237,NaN,3.437610260805862,3.591459289387481,uniform,0,80,8.868367272136462,SKIPPED_LARGE,5.1011851420985295,long,NaN,NaN,5.006568134337273,120,NaN,627.6316723784371,0.006,289,0,4.509406060274131,uniform01,3.7657900342706228,0.7382186549538661,123.03644249231101,0.9814519557464381,NaN,NaN,1.7384915514923236,1.462273409467162,9.792994343384603,0.6738846297571736,0.704044097468304,0.8839918439853073,0.9031218916555553,NaN,NaN,0.26178134504613393,122.03644249231101,0.018548044253561935,NaN,NaN,0.7384915514923236,0.4622734094671621,8.792994343384603,0.32611537024282644,0.295955902531696,0.11600815601469272,0.09687810834444466,NaN,NaN
sparse,5.258433951114917,40,0,OPTIMAL,18.746141987963412,0,7,2.9426487953028717,NaN,2.6846336121875773,2.691448676400345,uniform,0,80,6.232632896085431,SKIPPED_LARGE,3.2638415931577978,long,NaN,NaN,3.045604466673005,120,NaN,1222.0540750503635,0.002,289,0,2.926570783631067,uniform01,2.444108150100727,0.7488439865539029,374.42199327695147,0.9331348902035267,NaN,NaN,1.9096003032596014,1.6111180034406425,5.743582049834209,0.8225379619573292,0.8246260118881391,0.8966644673461563,0.9015905678362997,NaN,NaN,0.25115601344609706,373.42199327695147,0.06686510979647331,NaN,NaN,0.9096003032596014,0.6111180034406425,4.743582049834209,0.1774620380426708,0.1753739881118609,0.10333553265384365,0.09840943216370035,NaN,NaN
dense,9.56451723643844,80,0,OPTIMAL,50.7185328423871,0,8,5.97158233106553,NaN,4.3292322475095535,4.325702651893542,uniform,0,80,9.90343793943681,SKIPPED_LARGE,7.15341656326136,short,NaN,NaN,6.644159472562162,120,NaN,406.7898618244516,0.013,120,0,5.996958968854006,uniform01,5.2882682037178705,0.739264679604631,56.86651381574085,0.9288092499303551,NaN,NaN,1.3844346756344452,1.3370558182729149,7.090113149969235,0.6051978392735716,0.6047044253104957,0.8383349293054302,0.8347874443289778,NaN,NaN,0.26073532039536895,55.86651381574085,0.07119075006964493,NaN,NaN,0.3844346756344452,0.33705581827291486,6.090113149969235,0.3948021607264284,0.39529557468950427,0.1616650706945698,0.16521255567102222,NaN,NaN
sparse,6.9760958887836395,40,0,OPTIMAL,21.841773041571358,0,8,5.027983507366084,NaN,3.639015019981335,4.042370174054725,uniform,0,80,7.212206556837074,SKIPPED_LARGE,5.268684745897231,short,NaN,NaN,5.078059821268766,120,NaN,371.0296538056007,0.011,120,0,4.998577724031212,uniform01,4.081326191861607,0.7746385272035436,70.42168429123124,0.9638192577802448,NaN,NaN,1.3688817806860205,1.3240678129804568,4.145583593434724,0.6906875615997079,0.7672446481453561,0.9487335008843805,0.9543147388504156,NaN,NaN,0.22536147279645635,69.42168429123124,0.0361807422197552,NaN,NaN,0.3688817806860205,0.32406781298045684,3.145583593434724,0.3093124384002921,0.2327553518546439,0.051266499115619535,0.04568526114958438,NaN,NaN
